2012,35.4228648,-119.9038877,0.2220044631802399,6.610594273561088,69.0,3.0,0.4215635738831615,8.0,55.0,0.0,12.565591397849465,0.0
2011,35.4228648,-119.9038877,0.2382826024556701,6.039984640754108,80.0,4.0,0.3177835051546392,7.0,65.0,0.0,12.077419354838709,11.3
2010,35.4228648,-119.9038877,0.2289747357586941,5.391335232345463,71.0,3.0,0.1916666666666666,6.0,71.0,0.0,12.877688172043008,3.4000000000000004
2009,35.4228648,-119.9038877,0.2205391640027424,7.619983324888781,95.0,1.0,0.1048969072164948,21.0,42.0,0.0,11.26021505376344,1.7000000000000002
2008,35.4228648,-119.9038877,0.2535114205656778,11.955640756064485,83.0,1.0,0.0121993127147766,16.0,66.0,0.0,12.23790322580645,2.0
2007,35.4228648,-119.9038877,0.205556179628455,7.423427944800669,125.0,2.0,0.1018900343642611,13.0,53.0,0.0,12.297580645161291,0.0999999999999999
2006,35.4228648,-119.9038877,0.2750185372515816,3.8361974348922754,121.0,5.0,0.3967353951890034,12.0,49.0,0.0,11.93521505376344,8.5
2005,35.4228648,-119.9038877,0.2726108016814295,4.715815856284687,89.0,4.0,0.2358247422680412,51.0,63.0,0.0,12.766935483870968,0.8
2004,35.4228648,-119.9038877,0.1886218602083983,11.937889902062228,156.0,2.0,0.0618556701030927,47.0,43.0,0.0,14.036290322580648,0.0
2003,35.4228648,-119.9038877,0.2977890512781975,5.220499888813877,109.0,4.0,0.2244845360824742,67.0,58.0,0.0,13.03467741935484,0.0
2002,35.4228648,-119.9038877,0.2626103361863862,6.783891536333671,122.0,2.0,0.0907216494845361,43.0,54.0,1.0,13.724193548387095,3.3
2001,35.4228648,-119.9038877,0.2526470053433997,7.323701473442936,76.0,2.0,0.1128865979381443,51.0,45.0,0.0,12.458870967741934,1.3
2000,35.4228648,-119.9038877,0.2433915516284926,10.345823221653248,104.0,2.0,0.0932989690721649,53.0,35.0,0.0,12.033870967741937,3.6
1999,35.4228648,-119.9038877,0.2946965893814918,7.489670555343003,143.0,3.0,0.1360824742268041,29.0,60.0,0.0,12.082258064516129,0.0
1998,35.4228648,-119.9038877,0.3268987833707829,3.3886214299517308,69.0,5.0,0.6489690721649485,52.0,52.0,0.0,11.167741935483871,10.3
1997,35.4228648,-119.9038877,0.2094675452284419,13.928388277184125,182.0,1.0,0.0273195876288659,36.0,32.0,0.0,12.250806451612902,0.0
1996,35.4228648,-119.9038877,0.2734391428196958,7.076390988763414,128.0,2.0,0.1103092783505154,61.0,46.0,0.0,12.562096774193549,0.5
2021,36.7014631,-118.755997,0.2711081887610672,6.605233353703687,65.0,6.0,0.15,90.0,55.0,0.0,11.935806451612905,0.1
2020,36.7014631,-118.755997,0.2812113971618952,4.734618013525355,125.0,7.0,0.3236254295532646,83.0,44.0,0.0,11.802096774193547,1.5499999999999998
2019,36.7014631,-118.755997,0.2647910654389398,4.809331346443251,79.0,3.0,0.2640893470790378,70.0,51.0,0.0,11.633602150537634,34.58333333333333
2018,36.7014631,-118.755997,0.2615499687601356,5.587664440386221,45.0,3.0,0.4328178694158076,78.0,42.0,1.0,12.32217741935484,14.433333333333334
2017,36.7014631,-118.755997,0.2657071338176475,6.550837231397126,80.0,3.0,0.3621993127147766,87.0,50.0,0.0,11.721155913978494,1.1
2016,36.7014631,-118.755997,0.2448050203005656,6.160809209330387,100.0,4.0,0.2542955326460481,81.0,49.0,0.0,12.53465053763441,6.383333333333333
2015,36.7014631,-118.755997,0.2211011450393294,4.312692853847063,43.0,3.0,0.2788659793814432,66.0,44.0,0.0,11.67266129032258,16.516666666666666
2014,36.7014631,-118.755997,0.2291609351015948,4.766039096466208,47.0,5.0,0.12946735395189,81.0,44.0,0.0,11.787849462365596,3.2166666666666663
2013,36.7014631,-118.755997,0.2203683668315828,5.892659379412407,73.0,3.0,0.0891752577319587,67.0,41.0,0.0,12.095537634408602,0.0
2012,36.7014631,-118.755997,0.2674981435351364,5.9932910968781306,99.0,4.0,0.3377147766323024,66.0,51.0,2.0,12.495779569892472,0.0
2011,36.7014631,-118.755997,0.291073461297844,5.249594614621494,42.0,8.0,0.4792096219931271,57.0,73.0,0.0,11.761102150537637,31.366666666666667
2010,36.7014631,-118.755997,0.3005917447429586,4.902287776770892,57.0,3.0,0.2126288659793814,53.0,74.0,3.0,12.324596774193548,2.3833333333333333
2009,36.7014631,-118.755997,0.2626594015672677,4.780483878551645,32.0,3.0,0.1435567010309278,63.0,48.0,0.0,10.881801075268816,9.433333333333334
2008,36.7014631,-118.755997,0.2763809683017139,6.067261466861891,69.0,4.0,0.038487972508591,79.0,61.0,0.0,11.640940860215055,6.716666666666667
2007,36.7014631,-118.755997,0.2383938641150917,5.42024843662769,67.0,3.0,0.1439862542955326,58.0,54.0,0.0,11.728387096774194,0.25
2006,36.7014631,-118.755997,0.318432449447506,3.83814179347078,58.0,8.0,0.5374570446735395,58.0,52.0,5.0,11.706881720430108,5.883333333333333
2005,36.7014631,-118.755997,0.3090267516706904,5.306068896217928,35.0,6.0,0.4298969072164949,60.0,77.0,0.0,13.856451612903223,2.45
2004,36.7014631,-118.755997,0.2322360665370571,6.007179010349454,40.0,3.0,0.0456185567010309,66.0,69.0,0.0,13.630645161290325,1.7999999999999998
2003,36.7014631,-118.755997,0.3054229930348696,4.240300481757317,109.0,4.0,0.320360824742268,74.0,67.0,0.0,12.85483870967742,0.0
2002,36.7014631,-118.755997,0.3098927932727173,5.007151098512872,64.0,3.0,0.0770618556701031,70.0,69.0,7.0,14.055645161290323,5.55
2001,36.7014631,-118.755997,0.266259245021233,6.610673455511071,72.0,3.0,0.211340206185567,69.0,55.0,1.0,13.394354838709676,10.35
2000,36.7014631,-118.755997,0.2446845405473259,7.646988759625188,55.0,3.0,0.1873711340206185,64.0,68.0,0.0,13.746774193548388,7.75
1999,36.7014631,-118.755997,0.3150770631522311,4.18626846931748,36.0,4.0,0.1556701030927835,45.0,74.0,6.0,13.060483870967742,4.3
1998,36.7014631,-118.755997,0.3419653825633124,3.5131345037798463,40.0,5.0,0.7079896907216494,50.0,84.0,2.0,12.856451612903223,42.05
1997,36.7014631,-118.755997,0.227225064121483,4.9078913124701335,36.0,3.0,0.0701030927835051,43.0,57.0,0.0,13.652419354838708,6.15
1996,36.7014631,-118.755997,0.2752142992797918,5.624307217441536,71.0,3.0,0.2559278350515464,70.0,67.0,1.0,13.274193548387096,7.6
2021,43.9792797,-120.737257,0.4933008476928653,3.46921378881125,19.0,8.0,0.5488659793814433,20.0,144.0,50.0,11.797419354838713,39.36
2020,43.9792797,-120.737257,0.4875904145538345,3.53500264986138,57.0,5.0,0.434020618556701,8.0,165.0,41.0,11.283870967741931,42.6
2019,43.9792797,-120.737257,0.4176056271050163,3.136130383187102,39.0,4.0,0.678238341968912,4.0,148.0,21.0,10.894354838709676,55.7
2018,43.9792797,-120.737257,0.4322227496243671,3.3228729446672265,91.0,5.0,0.3804123711340206,16.0,150.0,35.0,11.428225806451612,37.3
2017,43.9792797,-120.737257,0.4637574344582011,3.3192498427377903,61.0,6.0,0.3530927835051546,22.0,139.0,32.0,11.058064516129033,10.7
2016,43.9792797,-120.737257,0.3988033882605518,4.139036192684211,28.0,4.0,0.5092783505154639,4.0,161.0,27.0,10.12741935483871,47.4
2015,43.9792797,-120.737257,0.4370906570193889,5.042900208325303,34.0,7.0,0.4701030927835051,12.0,152.0,48.0,9.73548387096774,59.6
2014,43.9792797,-120.737257,0.4505772028710416,3.48212622060185,23.0,5.0,0.3474226804123712,7.0,161.0,43.0,10.837903225806448,15.0
2013,43.9792797,-120.737257,0.4648905740472152,4.86563607462517,35.0,4.0,0.3582474226804124,7.0,146.0,39.0,10.037096774193548,27.5
2012,43.9792797,-120.737257,0.4967020284069481,3.702901414962639,39.0,4.0,0.7030927835051545,5.0,164.0,45.0,10.91209677419355,73.5
2011,43.9792797,-120.737257,0.5329897264666389,3.0670021171418207,23.0,5.0,0.4809278350515464,0.0,175.0,57.0,9.364516129032255,49.0
2010,43.9792797,-120.737257,0.5194086317125647,3.15827530732786,71.0,7.0,0.6945876288659794,3.0,171.0,49.0,10.506451612903223,33.45
2009,43.9792797,-120.737257,0.4973245709217213,3.736691545014962,26.0,5.0,0.5850515463917526,7.0,153.0,52.0,10.41451612903226,43.1
2008,43.9792797,-120.737257,0.5669968330291063,7.024151752917771,30.0,3.0,0.2103092783505155,9.0,169.0,65.0,11.09032258064516,7.85
2007,43.9792797,-120.737257,0.4364818902272624,5.540288620506559,42.0,2.0,0.2778350515463917,5.0,163.0,53.0,11.430645161290323,10.2
2006,43.9792797,-120.737257,0.481845170537575,3.020278996734869,37.0,9.0,0.6610824742268041,10.0,168.0,45.0,10.520161290322578,73.4
2005,43.9792797,-120.737257,0.4498991443571122,2.936724452887416,21.0,7.0,0.8255154639175258,11.0,173.0,38.0,11.575806451612902,25.8
2004,43.9792797,-120.737257,0.4204929183680236,4.010182586754232,19.0,4.0,0.4878865979381444,7.0,160.0,48.0,11.872580645161293,50.900000000000006
2003,43.9792797,-120.737257,0.4810167996175357,3.663995450023025,27.0,3.0,0.6286082474226804,13.0,165.0,43.0,11.623387096774191,34.2
2002,43.9792797,-120.737257,0.522849307328069,3.788270415233057,36.0,3.0,0.2260309278350515,8.0,173.0,58.0,12.291935483870972,15.7
2001,43.9792797,-120.737257,0.4856419898850291,3.682735210087853,24.0,3.0,0.4051546391752578,7.0,165.0,55.0,11.76048387096774,20.7
2000,43.9792797,-120.737257,0.4253392152844168,4.575883590680951,44.0,4.0,0.3072538860103627,2.0,184.0,49.0,12.363709677419356,7.299999999999999
1999,43.9792797,-120.737257,0.2639682886503097,4.088727465895593,28.0,3.0,0.4344086021505376,13.0,151.0,55.0,12.05,7.199999999999999
1998,43.9792797,-120.737257,,3.0881751377321573,21.0,8.0,1.1260416666666666,33.0,160.0,40.0,,115.0
2021,38.8950368,-77.0365427,0.3160210952563024,2.2102257082446792,7.0,16.0,3.730798969072165,0.0,54.0,6.0,9.898790322580645,278.175
2020,38.8950368,-77.0365427,0.3414455557619727,2.433604708038485,7.0,6.0,4.473711340206186,4.0,60.0,0.0,11.601075268817208,183.1
2019,38.8950368,-77.0365427,0.2956714518661061,3.0275554127555693,10.0,5.0,2.905154639175258,7.0,36.0,1.0,12.87016129032258,286.0
2018,38.8950368,-77.0365427,0.3802548462641865,2.595079655327051,19.0,8.0,5.393814432989691,3.0,46.0,13.0,9.2002688172043,299.20000000000005
2017,38.8950368,-77.0365427,0.3367605743876431,2.6916727787058763,15.0,4.0,3.595876288659793,5.0,35.0,8.0,11.21881720430108,149.1
2016,38.8950368,-77.0365427,0.3271943950706574,2.259316453598456,11.0,15.0,2.4644329896907218,10.0,48.0,3.0,11.22231182795699,173.7
2015,38.8950368,-77.0365427,0.3221129797149241,2.8457038637180214,16.0,5.0,3.347938144329897,5.0,45.0,3.0,10.819892473118278,437.2
2014,38.8950368,-77.0365427,0.3498781215669527,2.7094795580555275,8.0,6.0,3.5,1.0,44.0,9.0,11.440053763440856,303.0
2013,38.8950368,-77.0365427,0.359887155338552,3.1210677178982875,9.0,5.0,3.06958762886598,5.0,49.0,7.0,12.184139784946236,371.2000000000001
2012,38.8950368,-77.0365427,0.269231238480527,2.664289293033883,10.0,4.0,2.2469072164948454,19.0,29.0,0.0,11.536290322580644,157.39999999999998
2011,38.8950368,-77.0365427,0.3427922405492188,2.8605809496828902,9.0,5.0,3.586082474226804,16.0,46.0,2.0,10.171505376344088,124.7
2010,38.8950368,-77.0365427,0.2854641196540291,2.567630343939732,20.0,4.0,2.32319587628866,15.0,38.0,1.0,11.635483870967745,192.7
2009,38.8950368,-77.0365427,0.3315726447768645,2.233756146315157,8.0,6.0,3.230927835051546,2.0,49.0,4.0,11.84354838709677,240.3
2008,38.8950368,-77.0365427,0.3177693184497748,2.808362136542617,13.0,5.0,3.997938144329897,4.0,44.0,2.0,12.199193548387097,227.9
2007,38.8950368,-77.0365427,0.3378566163168332,3.431996735599196,14.0,3.0,2.0974226804123712,8.0,48.0,8.0,12.587096774193546,87.3
2006,38.8950368,-77.0365427,0.3200087453556901,3.718378754296983,18.0,7.0,3.825257731958764,6.0,47.0,5.0,12.82177419354839,451.7000000000001
2005,38.8950368,-77.0365427,0.3574074868013348,3.058475210860986,17.0,4.0,3.1474226804123706,4.0,49.0,4.0,12.108064516129032,283.1
2004,38.8950368,-77.0365427,0.3208646954691253,2.5710377749670306,8.0,5.0,3.3860824742268045,0.0,41.0,4.0,13.230645161290324,223.7
2003,38.8950368,-77.0365427,0.3256366935723365,2.016309258188913,8.0,9.0,4.674226804123711,0.0,46.0,3.0,12.279032258064516,457.7
2002,38.8950368,-77.0365427,0.3389513576502412,2.910671323046267,17.0,5.0,2.2030927835051544,18.0,45.0,3.0,13.109677419354838,164.9
2001,38.8950368,-77.0365427,0.3283663034007088,2.421957826358851,20.0,5.0,2.893814432989691,3.0,42.0,3.0,12.824193548387097,269.6
2000,38.8950368,-77.0365427,0.2967356563777995,2.0714531427922283,9.0,7.0,3.822680412371134,0.0,42.0,1.0,13.622580645161287,231.70000000000005
1999,38.8950368,-77.0365427,0.3455560446444494,3.331669432910926,19.0,5.0,2.85,18.0,49.0,4.0,14.22258064516129,97.0
1998,38.8950368,-77.0365427,0.3459869522295002,2.4352087240993554,20.0,6.0,2.3938144329896907,6.0,36.0,8.0,13.08548387096774,138.39999999999998
1997,38.8950368,-77.0365427,0.3534312246648641,3.300599748780674,12.0,3.0,2.1164948453608248,14.0,61.0,2.0,12.386290322580644,155.1
2021,-34.78709305,-68.43818677312292,0.4072341973606487,3.700039918518749,15.0,12.0,1.1299398625429553,0.0,168.0,29.0,6.915806451612903,26.786666666666665
2020,-34.78709305,-68.43818677312292,0.4533798079708816,1.9215145428347769,1.0,15.0,3.1537878787878784,0.0,159.0,41.0,9.341666666666663,82.5
2019,-34.78709305,-68.43818677312292,0.4235763871467328,2.367298252179003,2.0,27.0,3.734722222222222,0.0,172.0,40.0,10.031451612903227,89.91666666666666
2018,-34.78709305,-68.43818677312292,0.4929649492292856,2.450877364767473,2.0,26.0,3.57108843537415,0.0,169.0,56.0,,67.55000000000001
2017,-34.78709305,-68.43818677312292,0.393208697146692,1.9103633750543527,3.0,18.0,3.10164609053498,0.0,167.0,22.0,,53.2
2016,-34.78709305,-68.43818677312292,0.4504658756716093,1.8366804998038908,1.0,38.0,4.266269841269842,0.0,168.0,27.0,,90.4
2015,-34.78709305,-68.43818677312292,0.4251948034280661,2.2389908035263835,1.0,31.0,3.5125786163522013,0.0,161.0,36.0,,31.3
2014,-34.78709305,-68.43818677312292,0.3776998485311103,2.3527390965237625,2.0,26.0,1.5253205128205127,0.0,173.0,48.0,,12.75
2013,-34.78709305,-68.43818677312292,0.4587717422671097,1.9483143093773916,1.0,28.0,3.81120218579235,0.0,168.0,43.0,,33.7
2012,-34.78709305,-68.43818677312292,0.4731330920951658,1.6884561900279886,1.0,18.0,3.557407407407408,0.0,164.0,40.0,,90.65
2011,-34.78709305,-68.43818677312292,0.4714925613143244,1.611417902887491,2.0,37.0,2.117142857142857,0.0,180.0,53.0,,16.65
2010,-34.78709305,-68.43818677312292,0.5228776359587897,2.420366532613726,2.0,22.0,2.773529411764706,0.0,174.0,53.0,,73.38333333333334
2009,-34.78709305,-68.43818677312292,0.4730413210216488,2.84268230527756,1.0,27.0,9.827631578947368,2.0,146.0,43.0,,4.25
2008,-34.78709305,-68.43818677312292,0.4260033532741147,1.769239795271638,1.0,48.0,2.753153153153153,0.0,157.0,37.0,,25.55
2007,-34.78709305,-68.43818677312292,0.5481083038477828,3.086637994575105,2.0,23.0,6.067204301075268,0.0,168.0,57.0,,27.78333333333333
2006,-34.78709305,-68.43818677312292,0.3952484257522909,2.5647749736196577,2.0,17.0,5.074545454545454,0.0,173.0,33.0,,209.0666666666667
2005,-34.78709305,-68.43818677312292,0.4576301305474038,3.153091848416749,11.0,18.0,1.8705208333333332,0.0,183.0,46.0,9.49,54.28333333333333
2004,-34.78709305,-68.43818677312292,0.5202343083954228,4.010997962956106,18.0,5.0,1.7880570409982175,0.0,161.0,38.0,9.428571428571429,56.06666666666666
2003,-34.78709305,-68.43818677312292,0.4254097743521687,4.871431419307456,28.0,3.0,0.6947802197802198,0.0,174.0,45.0,8.135714285714284,17.683333333333334
2002,-34.78709305,-68.43818677312292,0.4812823145580209,2.425453555272361,10.0,32.0,2.8564285714285718,0.0,173.0,55.0,,47.25
2001,-34.78709305,-68.43818677312292,0.4744676350207651,2.086830160461773,3.0,26.0,6.584294871794872,0.0,173.0,36.0,,45.5
2000,-34.78709305,-68.43818677312292,0.5038182383972998,2.048232015436287,2.0,21.0,3.8400641025641034,0.0,176.0,39.0,,111.93333333333334
1999,-34.78709305,-68.43818677312292,0.485921952398976,2.0,2.0,71.0,0.25,0.0,171.0,41.0,,1.0
1998,-34.78709305,-68.43818677312292,0.3733791308054509,4.351547908075926,13.0,5.0,1.3970059880239525,0.0,179.0,61.0,,22.6
1997,-34.78709305,-68.43818677312292,0.447297440606372,4.059517081676426,17.0,5.0,1.265606936416185,0.0,163.0,34.0,6.508333333333333,74.21666666666667
2022,-34.9281805,138.5999312,0.3102274759532907,1.727657163223173,7.0,25.0,2.3964690721649484,0.0,122.0,0.0,14.11,194.575
2021,-34.9281805,138.5999312,0.2887214584017241,1.6015871695938082,9.0,49.0,2.037577319587629,0.0,126.0,0.0,14.380322580645162,168.2
2020,-34.9281805,138.5999312,0.3031595184616199,2.060965117351448,6.0,19.0,1.6625515463917524,0.0,134.0,1.0,15.145161290322582,113.455
2019,-34.9281805,138.5999312,0.2854985554946745,2.0692945548423034,7.0,19.0,1.7045360824742266,0.0,129.0,1.0,17.211290322580645,152.31999999999996
2018,-34.9281805,138.5999312,0.2735328617262836,1.8283916944926228,5.0,23.0,1.6225773195876287,3.0,120.0,0.0,16.470967741935485,101.9
2017,-34.9281805,138.5999312,0.2894025439522922,1.6496252554967494,7.0,27.0,1.9645360824742268,0.0,133.0,0.0,13.22741935483871,105.36
2016,-34.9281805,138.5999312,0.2461074177438715,1.862219026298621,7.0,31.0,2.515060137457045,0.0,113.0,0.0,18.79508196721312,223.6
2015,-34.9281805,138.5999312,0.2587037092439287,1.8134908915936847,6.0,29.0,1.8226288659793808,0.0,142.0,0.0,14.093548387096778,121.51999999999998
2014,-34.9281805,138.5999312,0.2663749930147185,1.8406282577571031,5.0,30.0,1.9849484536082476,1.0,113.0,0.0,17.220370370370368,177.69
2013,-34.9281805,138.5999312,0.2580754619673701,1.88538500124216,9.0,29.0,2.424536082474227,3.0,101.0,0.0,14.841071428571428,177.38500000000002
2012,-34.9281805,138.5999312,0.2785198218799595,1.9764608820044505,10.0,24.0,2.0131701030927838,0.0,138.0,0.0,14.603333333333332,186.62
2011,-34.9281805,138.5999312,0.2458319964323396,1.7685946960444805,7.0,13.0,1.7705756013745706,0.0,135.0,0.0,15.372727272727271,129.7
2010,-34.9281805,138.5999312,0.3069304053906274,1.8917053688518568,10.0,22.0,2.368659793814433,0.0,125.0,0.0,14.131147540983608,161.305
2009,-34.9281805,138.5999312,0.2364634257565958,1.8240928493002264,10.0,31.0,2.000455326460481,0.0,123.0,0.0,16.36,178.48166666666663
2008,-34.9281805,138.5999312,0.3063646384890678,1.885649241327608,13.0,30.0,1.2713917525773195,7.0,142.0,1.0,16.7,102.40833333333332
2007,-34.9281805,138.5999312,0.3004372563141381,2.4282560100033947,20.0,20.0,1.4504295532646048,1.0,118.0,0.0,15.77017543859649,99.45833333333334
2006,-34.9281805,138.5999312,0.2954775124802765,2.314611750771321,17.0,14.0,0.8535824742268042,2.0,135.0,1.0,12.729508196721312,30.25
2005,-34.9281805,138.5999312,0.2957589699801978,2.65125935287576,16.0,21.0,1.3493986254295531,2.0,125.0,0.0,14.268,143.7
2004,-34.9281805,138.5999312,0.2519517037053274,1.7044780355800466,17.0,28.0,1.804725085910653,0.0,134.0,0.0,16.502,152.17499999999998
2003,-34.9281805,138.5999312,0.2438056252353451,1.7742713145999625,13.0,18.0,1.6835481099656358,1.0,134.0,0.0,13.955555555555556,152.25
2002,-34.9281805,138.5999312,0.2701440977304472,1.9563803133499975,9.0,17.0,1.2134450171821307,0.0,126.0,0.0,14.0225,133.84166666666667
2001,-34.9281805,138.5999312,0.2280930676627604,1.8739953778737244,9.0,13.0,2.0906357388316152,0.0,140.0,0.0,13.8,184.28333333333336
2022,-36.5986096,144.6780052,0.3609915985919867,3.649554300348224,6.0,29.0,2.4452577319587627,0.0,152.0,9.0,11.356774193548388,191.2
2021,-36.5986096,144.6780052,0.3312362021196671,2.250571409540952,8.0,20.0,1.577938144329897,0.0,167.0,10.0,10.743870967741936,111.65999999999998
2020,-36.5986096,144.6780052,,2.8214353529368936,9.0,53.0,1.7518041237113404,0.0,163.0,15.0,,98.48
2019,-36.5986096,144.6780052,,2.345235673939287,12.0,17.0,1.1642268041237114,0.0,163.0,10.0,,103.61
2018,-36.5986096,144.6780052,,2.533437880897188,17.0,12.0,1.0057731958762888,1.0,163.0,26.0,,71.41999999999999
2017,-36.5986096,144.6780052,,2.694867585471052,8.0,35.0,1.4552835051546391,0.0,165.0,28.0,,51.330000000000005
2016,-36.5986096,144.6780052,,2.048289722260726,13.0,19.0,2.04569587628866,0.0,153.0,8.0,,131.32000000000002
2015,-36.5986096,144.6780052,,7.101569383887469,7.0,17.0,1.894931271477663,0.0,169.0,18.0,,260.27666666666664
2014,-36.5986096,144.6780052,,2.750320605832563,6.0,28.0,1.6879639175257737,0.0,150.0,13.0,,130.84000000000003
2013,-36.5986096,144.6780052,,2.429248631532711,6.0,24.0,1.5677147766323023,2.0,154.0,8.0,,109.3
2012,-36.5986096,144.6780052,,2.558849000927885,8.0,43.0,1.20659793814433,0.0,173.0,18.0,,107.81
2011,-36.5986096,144.6780052,,2.466138913105989,9.0,26.0,1.1751546391752576,0.0,170.0,15.0,,54.853333333333325
2010,-36.5986096,144.6780052,,2.2846626593297903,8.0,20.0,2.201185567010309,0.0,157.0,13.0,,138.95999999999998
2009,-36.5986096,144.6780052,,2.291849053045253,10.0,35.0,1.1045876288659793,0.0,166.0,15.0,,103.17
2008,-36.5986096,144.6780052,,2.509044448909381,12.0,21.0,1.0318041237113402,6.0,174.0,11.0,,79.28999999999999
