Vintage,Score,Drink Window,Description,Country,Region,Variety,Vola_Temp,Vola_Rain,Longest_Dry,Longest_Wet,Avg_Rain,Count_above35,Count_under10,Count_under0,Coulure_Wind,June_Rain
2017,93,Drink or hold,"A late, cool and wet year, showcasing wines with structure and freshness  Domaine Terlato & Chapoutier Shiraz Pyrenees Lieu-dit Malakoff  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Occam's Razor Shiraz Heathcote


Domaine Terlato & Chapoutier Shiraz Pyrenees Lieu-dit Malakoff",Austria,Austria,Whites,0.5358771797378484,1.6328639425229954,11.0,12.0,5.977348066298343,0.0,126.0,22.0,10.266666666666666,327.9
2016,90,Drink or hold,"One of the earliest harvests on record, following a dry growing season; wines lower in acidity  Tyrrell's Shiraz Heathcote Rufus Stone  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Two Hands Shiraz Heathcote Max's Garden


Tyrrell's Shiraz Heathcote Rufus Stone",Austria,Austria,Whites,0.5350537518080059,1.6776858504159908,8.0,13.0,6.672631578947369,0.0,127.0,22.0,8.99,550.7
2015,94,Drink,"A long, cool growing season produced elegant wines  Jamsheed Syrah Pyrenees Pyren  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Occam's Razor Shiraz Heathcote


Jamsheed Syrah Pyrenees Pyren",Austria,Austria,Whites,0.8175654910617146,1.671904090113696,10.0,20.0,4.661581920903955,0.0,119.0,31.0,,335.3
2014,91,Drink,"Wet, frosty spring limited yields, but many flavorful, vivid wines were made  Jasper Hill Shiraz Heathcote Georgia's Paddock  Top-scoring wines (click for full tasting note):


Jamsheed Syrah Beechworth


Paradigm Hill Shiraz Mornington Peninsula Col's Block


Jasper Hill Shiraz Heathcote Georgia's Paddock",Austria,Austria,Whites,0.6724959431351861,1.732681583849231,11.0,14.0,6.744242424242424,0.0,137.0,26.0,,411.80000000000007
2013,92,Drink,"Warm, dry and early; wineries scrambled to make enough space for vivid, full-flavored wines, especially reds  (See all ratings)",Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2012,88,Drink,Early March rains compromised most Shiraz; Pinot Noir and Chardonnay better  (See all ratings),Austria,Austria,Whites,0.6760966123292631,1.6572661160084676,10.0,12.0,5.180526315789473,0.0,125.0,32.0,6.4,499.3
2011,82,Drink,Cold summer and rain at harvest made for questionable quality  (See all ratings),Austria,Austria,Whites,0.6408357511983165,1.838345701196403,7.0,11.0,5.016949152542373,0.0,131.0,21.0,,335.0
2010,92,Drink,"Lighter than usual, many wines with intense flavors at lower alcohol  (See all ratings)",Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2009,85,Drink or hold,"Smoke damage from fires, plus drought; some successes  (See all ratings)",Austria,Austria,Whites,0.7387628568712387,1.063907158888891,1.0,56.0,14.528169014084508,0.0,117.0,23.0,,399.4
2008,93,Drink,Near-perfect conditions in Central Victoria  (See all ratings),Austria,Austria,Whites,0.8758025912982629,0.9829713383933488,1.0,63.0,10.935616438356163,0.0,112.0,33.0,,219.7
2007,89,Drink,Drought intensified the ripeness  (See all ratings),Austria,Austria,Whites,0.652468476065288,2.291763245910021,1.0,103.0,18.486538461538466,0.0,100.0,18.0,,533.1
2006,87,Drink,Balanced wines may lack depth  (See all ratings),Austria,Austria,Whites,0.8985789786098606,1.0485209942637723,1.0,63.0,14.903797468354432,0.0,101.0,24.0,,428.9
2005,94,Drink,Warmer vintage than usual made generous reds  (See all ratings),Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2004,88,Drink,"Cool, crisp conditions should make similar wines  (See all ratings)",Austria,Austria,Whites,0.5790209509719524,1.6067617812960615,8.0,11.0,6.287999999999999,0.0,133.0,20.0,7.66888888888889,487.30000000000007
2003,91,Drink,Hot weather made richer wines than usual  (See all ratings),Austria,Austria,Whites,0.6313939351695714,2.1913678229162907,8.0,8.0,4.577999999999999,0.0,98.0,26.0,7.563043478260868,179.4
2002,84,Past peak,Cool vintage; many tart wines  (See all ratings),Austria,Austria,Whites,0.6967850829879322,1.5113052504768625,4.0,87.0,14.8,0.0,99.0,16.0,,284.4
2001,90,Drink,Wines have exceptional richness and generosity  (See all ratings),Austria,Austria,Whites,0.8503212913084914,0.934673387271578,0.0,173.0,12.648051948051949,0.0,99.0,24.0,,353.70000000000005
2019,95,Drink or hold,"A cool spring and warm summer, with ample water for the vines and an ideal September, add up to aromatic and balanced whites, with complexity and finesse  Alzinger Riesling Smaragd Wachau Ried Hollerin  Top-scoring wines (click for full tasting note):


Alzinger Riesling Smaragd Wachau Ried Höhereck


Rudi Pichler Grüner Veltliner Smaragd Wachau Ried Achleithen


Alzinger Riesling Smaragd Wachau Ried Hollerin",Austria,Austria,Whites,0.4741788680129835,1.7785915775673893,11.0,9.0,3.603886010362694,0.0,100.0,16.0,8.808709677419355,230.95
2018,93,Drink or hold,"Warm summer, with a generous crop, produced ripe, concentrated whites that are very friendly and approachable now, with the best showing the acidity and freshness to age gracefully  Rudi Pichler Riesling Smaragd Wachau Ried Hochrain  Top-scoring wines (click for full tasting note):


Kracher Traminer Trockenbeerenauslese Burgenland Nouvelle Vague No. 6


Rudi Pichler Grüner Veltliner Smaragd Wachau Ried Achleithen


Rudi Pichler Riesling Smaragd Wachau Ried Hochrain",Austria,Austria,Whites,0.4753161599169359,1.4744058452676063,2.0,52.0,10.266666666666667,0.0,92.0,20.0,6.339285714285714,375.4
2017,94,Drink or hold,"Favorable weather conditions led to ripe, concentrated whites that retained acidity; the reds are ripe but balanced, with good complexity and aging potential  F.X. Pichler Riesling Smaragd Wachau Ried Kellerberg  Top-scoring wines (click for full tasting note):


Alzinger Grüner Veltliner Smaragd Wachau Ried Steinertal


Alzinger Riesling Smaragd Wachau Ried Hollerin


F.X. Pichler Riesling Smaragd Wachau Ried Kellerberg",Austria,Austria,Whites,0.5358771797378484,1.6328639425229954,11.0,12.0,5.977348066298343,0.0,126.0,22.0,10.266666666666666,327.9
2016,92,Drink or hold,"A challenging vintage, with a small crop. Top growers sacrificed quantity for quality, delivering charming wines with immediate appeal; the best are ageworthy  Franz Hirtzberger Grüner Veltliner Smaragd Wachau Honivogl  Top-scoring wines (click for full tasting note):


Alzinger Grüner Veltliner Smaragd Wachau Ried Steinertal


F.X. Pichler Riesling Smaragd Wachau Ried Kellerberg


Franz Hirtzberger Grüner Veltliner Smaragd Wachau Honivogl",Austria,Austria,Whites,0.5350537518080059,1.6776858504159908,8.0,13.0,6.672631578947369,0.0,127.0,22.0,8.99,550.7
2015,95,Drink or hold,"August rains relieved a hot, dry summer, with ideal harvest weather resulting in ripe, complex wines that combine power and grace, proving even better than they initially appeared; Burgenland reds are structured and flavorful  Knoll Riesling Smaragd Wachau Loibner  Top-scoring wines (click for full tasting note):


Kracher Chardonnay Trockenbeerenauslese Burgenland Nouvelle Vague No. 7


Knoll Grüner Veltliner Smaragd Wachau Loibner Ried Schütt


Knoll Riesling Smaragd Wachau Loibner",Austria,Austria,Whites,0.8175654910617146,1.671904090113696,10.0,20.0,4.661581920903955,0.0,119.0,31.0,,335.3
2014,87,Drink,"Thick-skinned Grüner did best in a growing season plagued by rain; Riesling affected by grey rot. Only the most careful vintners harvested healthy grapes  F.X. Pichler Grüner Veltliner Smaragd Trocken Wachau Dürnsteiner Kellerberg  Top-scoring wines (click for full tasting note):


Franz Hirtzberger Grüner Veltliner Smaragd Trocken Wachau Honivogl


Franz Hirtzberger Grüner Veltliner Smaragd Trocken Wachau Axpoint


F.X. Pichler Grüner Veltliner Smaragd Trocken Wachau Dürnsteiner Kellerberg",Austria,Austria,Whites,0.6724959431351861,1.732681583849231,11.0,14.0,6.744242424242424,0.0,137.0,26.0,,411.80000000000007
2012,90,Drink or hold,"Hard frost in the spring and drought cut yields. Creamy, full-bodied Grüners; well-structured Rieslings  (See all ratings)",Austria,Austria,Whites,0.6760966123292631,1.6572661160084676,10.0,12.0,5.180526315789473,0.0,125.0,32.0,6.4,499.3
2011,90,Drink,An easy-to-drink vintage with open-knit Grüner Veltliners; Kremstal performs well  (See all ratings),Austria,Austria,Whites,0.6408357511983165,1.838345701196403,7.0,11.0,5.016949152542373,0.0,131.0,21.0,,335.0
2010,89,Drink or hold,"A cool, difficult growing season delivered taut Rieslings and plush Grüner Veltliners; Kremstal performs well  (See all ratings)",Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2009,92,Drink or hold,Fresh-tasting Rieslings and Grüner Veltliners that are primed to age well  (See all ratings),Austria,Austria,Whites,0.7387628568712387,1.063907158888891,1.0,56.0,14.528169014084508,0.0,117.0,23.0,,399.4
2008,94,Drink,"Cool and wet summer, but ideal weather at harvest. Monumental Rieslings from the Wachau; lean, powerful Grüner Veltliners  (See all ratings)",Austria,Austria,Whites,0.8758025912982629,0.9829713383933488,1.0,63.0,10.935616438356163,0.0,112.0,33.0,,219.7
2007,93,Drink or hold,Bracing acidity and fresh minerality; slightly better for Riesling than Grüner. Excellent cellar potential  (See all ratings),Austria,Austria,Whites,0.652468476065288,2.291763245910021,1.0,103.0,18.486538461538466,0.0,100.0,18.0,,533.1
2006,95,Drink or hold,"Immense structures, with intense fruit and minerality  (See all ratings)",Austria,Austria,Whites,0.8985789786098606,1.0485209942637723,1.0,63.0,14.903797468354432,0.0,101.0,24.0,,428.9
2005,92,Drink,Creamy and rich; ripe Rieslings and viscous Grüners  (See all ratings),Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2004,89,Past peak,"Easygoing and fruity, with good structure  (See all ratings)",Austria,Austria,Whites,0.5790209509719524,1.6067617812960615,8.0,11.0,6.287999999999999,0.0,133.0,20.0,7.66888888888889,487.30000000000007
2003,88,Past peak,Very ripe and full-bodied; a drought vintage  (See all ratings),Austria,Austria,Whites,0.6313939351695714,2.1913678229162907,8.0,8.0,4.577999999999999,0.0,98.0,26.0,7.563043478260868,179.4
2002,90,Drink,"Ripe, pure flavors despite flooding rains  (See all ratings)",Austria,Austria,Whites,0.6967850829879322,1.5113052504768625,4.0,87.0,14.8,0.0,99.0,16.0,,284.4
2001,89,Drink,Full-bodied Grüners and dense Rieslings  (See all ratings),Austria,Austria,Whites,0.8503212913084914,0.934673387271578,0.0,173.0,12.648051948051949,0.0,99.0,24.0,,353.70000000000005
2020,90,Drink or hold,"A demanding vintage, hot and dry, with an early, condensed harvest and lower yields; reds show good concentration, albeit with slightly higher alcohol levels  Clos Apalta Apalta  Top-scoring wines (click for full tasting note):


Viña Almaviva Puente Alto


Viña Don Melchor Cabernet Sauvignon Puente Alto Puente Alto Vineyard


Clos Apalta Apalta",Austria,Austria,Whites,0.4132911904872531,1.83061783011462,11.0,14.0,4.21,0.0,131.0,15.0,10.613709677419354,286.75
2020,90,Drink or hold,"A demanding vintage, hot and dry, with an early, condensed harvest and lower yields; reds show good concentration, albeit with slightly higher alcohol levels  Clos Apalta Apalta  Top-scoring wines (click for full tasting note):


Viña Almaviva Puente Alto


Viña Don Melchor Cabernet Sauvignon Puente Alto Puente Alto Vineyard


Clos Apalta Apalta",Austria,Austria,Whites,0.4132911904872531,1.8306178301146196,11.0,14.0,4.21,0.0,131.0,15.0,10.613709677419354,286.75
2017,88,Drink or hold,"Hot summer temperatures delivered ripe wines and an early harvest, with low yields. Overall, reds offer silky tannins and full flavors; whites are fruit-forward  Concha y Toro Cabernet Sauvignon Puente Alto Gravas del Maipo  Top-scoring wines (click for full tasting note):


Viñedo Chadwick Puente Alto


Clos Apalta Viñedo Apalta Apalta


Concha y Toro Cabernet Sauvignon Puente Alto Gravas del Maipo",Austria,Austria,Whites,0.5358771797378484,1.6328639425229954,11.0,12.0,5.977348066298343,0.0,126.0,22.0,10.266666666666666,327.9
2016,87,Drink or hold,"Untimely rains in key regions such as Colchagua, Maipo and Casablanca cut yields and led to less concentrated flavors, particularly for reds  Viña Seña Aconcagua Valley  Top-scoring wines (click for full tasting note):


Concha y Toro Cabernet Sauvignon Puente Alto Don Melchor


Viña Almaviva Puente Alto


Viña Seña Aconcagua Valley",Austria,Austria,Whites,0.5350537518080059,1.6776858504159908,8.0,13.0,6.672631578947369,0.0,127.0,22.0,8.99,550.7
2015,92,Drink or hold,"A warm growing season and good harvest weather delivered powerful Cabernet Sauvignons and crisp, fruity Pinot Noirs; average quality for whites  Viña Almaviva Puente Alto  Top-scoring wines (click for full tasting note):


Lapostolle La Parcelle 8 Apalta


Clos Apalta Colchagua Valley Viñedo Apalta


Viña Almaviva Puente Alto",Austria,Austria,Whites,0.8175654910617146,1.671904090113696,10.0,20.0,4.661581920903955,0.0,119.0,31.0,,335.3
2014,88,Drink,"Spring frost cut crop; good quality fruit harvested; crisp reds, savory whites  Clos Apalta Colchagua Valley Viñedo Apalta  Top-scoring wines (click for full tasting note):


Concha y Toro Cabernet Sauvignon Puente Alto Don Melchor


Casas del Bosque Cabernet Sauvignon Maipo Valley Gran Bosque Private Reserve


Clos Apalta Colchagua Valley Viñedo Apalta",Austria,Austria,Whites,0.6724959431351861,1.732681583849231,11.0,14.0,6.744242424242424,0.0,137.0,26.0,,411.80000000000007
2013,91,Drink,"Cool vintage, delivering fresh, well-structured wines with good balance in terms of concentration and flavor  Clos Apalta Limited Release Colchagua Valley  Top-scoring wines (click for full tasting note):


Lapostolle Borobo Chile


Viña Santa Rita Cabernet Sauvignon Maipo Valley Casa Real


Clos Apalta Limited Release Colchagua Valley",Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2012,91,Drink,"Warm summer weather resulted in an early harvest, with clean, disease-free fruit and yields 15 percent above average; late-ripening Carmenère performed well  VIK Milla Cala Cachapoal Valley  Top-scoring wines (click for full tasting note):


Concha y Toro Cabernet Sauvignon Puente Alto Don Melchor


Concha y Toro Carmenère Peumo Carmín de Peumo


VIK Milla Cala Cachapoal Valley",Austria,Austria,Whites,0.6760966123292631,1.6572661160084676,10.0,12.0,5.180526315789473,0.0,125.0,32.0,6.4,499.3
2009,88,Past peak,"Warm, very dry growing season, though yields were slightly higher than previous years; inland valleys more variable than cooler coastal spots. Whites are ripe and forward; tannin management key for reds  (See all ratings)",Austria,Austria,Whites,0.7387628568712387,1.063907158888891,1.0,56.0,14.528169014084508,0.0,117.0,23.0,,399.4
2008,89,Past peak,"Long, very dry growing season resulted in reduced yields but greater concentration. Similar in style to 2003; achieving balance with sometimes rugged structures was key  (See all ratings)",Austria,Austria,Whites,0.8758025912982629,0.9829713383933488,1.0,63.0,10.935616438356163,0.0,112.0,33.0,,219.7
2007,92,Past peak,Cooler temperatures through the growing season resulted in a late harvest and reduced yields. Reds show supple textures and excellent length  (See all ratings),Austria,Austria,Whites,0.652468476065288,2.291763245910021,1.0,103.0,18.486538461538466,0.0,100.0,18.0,,533.1
2006,91,Past peak,Very consistent through all valleys. Late-ripening Cabernet Sauvignon and Carmenère excellent; less concentrated and structured than 2005  (See all ratings),Austria,Austria,Whites,0.8985789786098606,1.0485209942637723,1.0,63.0,14.903797468354432,0.0,101.0,24.0,,428.9
2005,93,Past peak,"Long, moderate growing season consistent through all valleys. Reds show lots of ripe, soft tannins; Cabernet Sauvignon excelled  (See all ratings)",Austria,Austria,Whites,,,,,,0.0,0.0,0.0,,
2002,88,Past peak,"Split vintage: North (Aconcagua, Casablanca and Maipo) produced excellent wines, while harvesttime rains in the South (Curicó and Maule) caused problems; Rapel caught in the middle  (See all ratings)",Austria,Austria,Whites,0.6967850829879322,1.5113052504768625,4.0,87.0,14.8,0.0,99.0,16.0,,284.4
2001,92,Past peak,"Dry, hot summer and low yields produced many solid wines; Aconcagua, Maipo and Rapel excelled  (See all ratings)",Austria,Austria,Whites,0.8503212913084914,0.934673387271578,0.0,173.0,12.648051948051949,0.0,99.0,24.0,,353.70000000000005
2000,87,Past peak,"Cool growing season, with a large crop. Best wines have balance and forward fruit, but controlling yields was key  (See all ratings)",Austria,Austria,Whites,0.7333966785200116,0.9966563695520532,0.0,194.0,12.40886075949367,0.0,114.0,24.0,,395.2
1999,91,Past peak,"Drought conditions produced small crop of ripe, concentrated reds with big tannins. Cabernet Sauvignon from Maipo and Rapel is superb  (See all ratings)",Austria,Austria,Whites,0.7399936950784458,1.6784617220363038,5.0,10.0,4.3570370370370375,0.0,105.0,19.0,,248.2
1998,78,Past peak,Harvest hit hard by El Niño rains; few successes  (See all ratings),Austria,Austria,Whites,0.972989260837346,1.4457201856888735,5.0,17.0,9.220325203252033,0.0,106.0,28.0,,410.0
1997,88,Drink,"A drought year that provided dense, brawny reds; concentrated, but lacks polish of '99  (See all ratings)",Austria,Austria,Whites,0.9854283604843854,1.494819958784089,5.0,25.0,8.686206896551724,0.0,100.0,30.0,,467.6000000000001
2022,92–95,NYR,"Storms during flowering reduced yields by 30 percent or more, but a cool, dry growing season resulted in bright, aromatic wines  Ben Haines Red Victoria  Top-scoring wines (click for full tasting note):


Ben Haines Syrah Great Western


Punt Road Airlie Bank Garden Red Yarra Valley


Ben Haines Red Victoria",Chile,Chile,Reds,0.2120399129994929,3.4756991997590747,28.0,5.0,1.862348877374784,0.0,128.0,0.0,7.830645161290324,221.43333333333337
2021,95,Drink or hold,"Near perfect growing conditions and healthy yields make for an excellent vintage  Ben Haines Red Victoria  Top-scoring wines (click for full tasting note):


Ben Haines Syrah Great Western


Mount Langi Ghiran Shiraz Grampians Cliff Edge


Ben Haines Red Victoria",Chile,Chile,Reds,0.1840169925296642,3.679588385323056,17.0,7.0,0.8666666666666666,0.0,108.0,0.0,8.09247311827957,65.93333333333334
2020,92,Drink or hold,"A small crop, but wines are concentrated and aromatic  Ben Haines Yarra Valley Red  Top-scoring wines (click for full tasting note):


Ben Haines Syrah Grampians


Two Hands Shiraz Heathcote Max's Garden


Ben Haines Yarra Valley Red",Chile,Chile,Reds,0.1237437435441586,,0.0,57.0,,0.0,13.0,0.0,8.166666666666666,0.0
2019,93,Drink or hold,"Cooling weather at the end of the growing season produced plenty of elegant wines  Wild Duck Creek Shiraz-Malbec-Cabernet Heathcote Yellow Hammer Hill  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Mount Langi Ghiran Shiraz Grampians Langi


Wild Duck Creek Shiraz-Malbec-Cabernet Heathcote Yellow Hammer Hill",Chile,Chile,Reds,0.1808598225630811,,0.0,141.0,,0.0,101.0,0.0,8.322222222222221,0.0
2018,92,Drink or hold,"Cool growing season gave Victoria a chance to shine with bright wines  Blue Pyrenees Shiraz Pyrenees Richardson  Top-scoring wines (click for full tasting note):


Mount Langi Ghiran Shiraz Grampians Cliff Edge


Syrahmi Shiraz Heathcote XV


Blue Pyrenees Shiraz Pyrenees Richardson",Chile,Chile,Reds,0.2214589017708131,,0.0,110.0,,0.0,85.0,0.0,6.175757575757575,0.0
2017,93,Drink or hold,"A late, cool and wet year, showcasing wines with structure and freshness  Domaine Terlato & Chapoutier Shiraz Pyrenees Lieu-dit Malakoff  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Occam's Razor Shiraz Heathcote


Domaine Terlato & Chapoutier Shiraz Pyrenees Lieu-dit Malakoff",Chile,Chile,Reds,0.1879022219643377,,0.0,148.0,,0.0,86.0,0.0,6.583333333333333,0.0
2016,90,Drink or hold,"One of the earliest harvests on record, following a dry growing season; wines lower in acidity  Tyrrell's Shiraz Heathcote Rufus Stone  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Two Hands Shiraz Heathcote Max's Garden


Tyrrell's Shiraz Heathcote Rufus Stone",Chile,Chile,Reds,0.1835964108744661,,0.0,160.0,,0.0,93.0,0.0,5.006666666666668,0.0
2015,94,Drink,"A long, cool growing season produced elegant wines  Jamsheed Syrah Pyrenees Pyren  Top-scoring wines (click for full tasting note):


Jasper Hill Shiraz Heathcote Georgia's Paddock


Occam's Razor Shiraz Heathcote


Jamsheed Syrah Pyrenees Pyren",Chile,Chile,Reds,0.1643450905595481,,0.0,100.0,,0.0,73.0,0.0,6.461363636363635,0.0
2014,91,Drink,"Wet, frosty spring limited yields, but many flavorful, vivid wines were made  Jasper Hill Shiraz Heathcote Georgia's Paddock  Top-scoring wines (click for full tasting note):


Jamsheed Syrah Beechworth


Paradigm Hill Shiraz Mornington Peninsula Col's Block


Jasper Hill Shiraz Heathcote Georgia's Paddock",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2013,92,Drink,"Warm, dry and early; wineries scrambled to make enough space for vivid, full-flavored wines, especially reds  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2012,88,Drink,Early March rains compromised most Shiraz; Pinot Noir and Chardonnay better  (See all ratings),Chile,Chile,Reds,0.1868599446208362,,0.0,26.0,,0.0,15.0,0.0,3.846153846153846,0.0
2011,82,Drink,Cold summer and rain at harvest made for questionable quality  (See all ratings),Chile,Chile,Reds,0.1741833112693278,,0.0,6.0,,0.0,1.0,0.0,,0.0
2010,92,Drink,"Lighter than usual, many wines with intense flavors at lower alcohol  (See all ratings)",Chile,Chile,Reds,0.1645902016275123,,0.0,21.0,,0.0,19.0,0.0,8.512500000000001,0.0
2009,85,Drink or hold,"Smoke damage from fires, plus drought; some successes  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2008,93,Drink,Near-perfect conditions in Central Victoria  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2007,89,Drink,Drought intensified the ripeness  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2006,87,Drink,Balanced wines may lack depth  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2005,94,Drink,Warmer vintage than usual made generous reds  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2004,88,Drink,"Cool, crisp conditions should make similar wines  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2003,91,Drink,Hot weather made richer wines than usual  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2002,84,Past peak,Cool vintage; many tart wines  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2001,90,Drink,Wines have exceptional richness and generosity  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2019,95,Drink or hold,"A cool spring and warm summer, with ample water for the vines and an ideal September, add up to aromatic and balanced whites, with complexity and finesse  Alzinger Riesling Smaragd Wachau Ried Hollerin  Top-scoring wines (click for full tasting note):


Alzinger Riesling Smaragd Wachau Ried Höhereck


Rudi Pichler Grüner Veltliner Smaragd Wachau Ried Achleithen


Alzinger Riesling Smaragd Wachau Ried Hollerin",Chile,Chile,Reds,0.1808598225630811,,0.0,141.0,,0.0,101.0,0.0,8.322222222222221,0.0
2018,93,Drink or hold,"Warm summer, with a generous crop, produced ripe, concentrated whites that are very friendly and approachable now, with the best showing the acidity and freshness to age gracefully  Rudi Pichler Riesling Smaragd Wachau Ried Hochrain  Top-scoring wines (click for full tasting note):


Kracher Traminer Trockenbeerenauslese Burgenland Nouvelle Vague No. 6


Rudi Pichler Grüner Veltliner Smaragd Wachau Ried Achleithen


Rudi Pichler Riesling Smaragd Wachau Ried Hochrain",Chile,Chile,Reds,0.2214589017708131,,0.0,110.0,,0.0,85.0,0.0,6.175757575757575,0.0
2017,94,Drink or hold,"Favorable weather conditions led to ripe, concentrated whites that retained acidity; the reds are ripe but balanced, with good complexity and aging potential  F.X. Pichler Riesling Smaragd Wachau Ried Kellerberg  Top-scoring wines (click for full tasting note):


Alzinger Grüner Veltliner Smaragd Wachau Ried Steinertal


Alzinger Riesling Smaragd Wachau Ried Hollerin


F.X. Pichler Riesling Smaragd Wachau Ried Kellerberg",Chile,Chile,Reds,0.1879022219643377,,0.0,148.0,,0.0,86.0,0.0,6.583333333333333,0.0
2016,92,Drink or hold,"A challenging vintage, with a small crop. Top growers sacrificed quantity for quality, delivering charming wines with immediate appeal; the best are ageworthy  Franz Hirtzberger Grüner Veltliner Smaragd Wachau Honivogl  Top-scoring wines (click for full tasting note):


Alzinger Grüner Veltliner Smaragd Wachau Ried Steinertal


F.X. Pichler Riesling Smaragd Wachau Ried Kellerberg


Franz Hirtzberger Grüner Veltliner Smaragd Wachau Honivogl",Chile,Chile,Reds,0.1835964108744661,,0.0,160.0,,0.0,93.0,0.0,5.006666666666668,0.0
2015,95,Drink or hold,"August rains relieved a hot, dry summer, with ideal harvest weather resulting in ripe, complex wines that combine power and grace, proving even better than they initially appeared; Burgenland reds are structured and flavorful  Knoll Riesling Smaragd Wachau Loibner  Top-scoring wines (click for full tasting note):


Kracher Chardonnay Trockenbeerenauslese Burgenland Nouvelle Vague No. 7


Knoll Grüner Veltliner Smaragd Wachau Loibner Ried Schütt


Knoll Riesling Smaragd Wachau Loibner",Chile,Chile,Reds,0.1643450905595481,,0.0,100.0,,0.0,73.0,0.0,6.461363636363635,0.0
2014,87,Drink,"Thick-skinned Grüner did best in a growing season plagued by rain; Riesling affected by grey rot. Only the most careful vintners harvested healthy grapes  F.X. Pichler Grüner Veltliner Smaragd Trocken Wachau Dürnsteiner Kellerberg  Top-scoring wines (click for full tasting note):


Franz Hirtzberger Grüner Veltliner Smaragd Trocken Wachau Honivogl


Franz Hirtzberger Grüner Veltliner Smaragd Trocken Wachau Axpoint


F.X. Pichler Grüner Veltliner Smaragd Trocken Wachau Dürnsteiner Kellerberg",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2012,90,Drink or hold,"Hard frost in the spring and drought cut yields. Creamy, full-bodied Grüners; well-structured Rieslings  (See all ratings)",Chile,Chile,Reds,0.1868599446208362,,0.0,26.0,,0.0,15.0,0.0,3.846153846153846,0.0
2011,90,Drink,An easy-to-drink vintage with open-knit Grüner Veltliners; Kremstal performs well  (See all ratings),Chile,Chile,Reds,0.1741833112693278,,0.0,6.0,,0.0,1.0,0.0,,0.0
2010,89,Drink or hold,"A cool, difficult growing season delivered taut Rieslings and plush Grüner Veltliners; Kremstal performs well  (See all ratings)",Chile,Chile,Reds,0.1645902016275123,,0.0,21.0,,0.0,19.0,0.0,8.512500000000001,0.0
2009,92,Drink or hold,Fresh-tasting Rieslings and Grüner Veltliners that are primed to age well  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2008,94,Drink,"Cool and wet summer, but ideal weather at harvest. Monumental Rieslings from the Wachau; lean, powerful Grüner Veltliners  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2007,93,Drink or hold,Bracing acidity and fresh minerality; slightly better for Riesling than Grüner. Excellent cellar potential  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2006,95,Drink or hold,"Immense structures, with intense fruit and minerality  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2005,92,Drink,Creamy and rich; ripe Rieslings and viscous Grüners  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2004,89,Past peak,"Easygoing and fruity, with good structure  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2003,88,Past peak,Very ripe and full-bodied; a drought vintage  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2002,90,Drink,"Ripe, pure flavors despite flooding rains  (See all ratings)",Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
2001,89,Drink,Full-bodied Grüners and dense Rieslings  (See all ratings),Chile,Chile,Reds,,,,,,0.0,0.0,0.0,,
