City: Chianti, Country: Italy, Date: 19-02-2024
City: Chianti, Country: Italy, Date: 19-02-2024
City: Tuscany, Brunello di Montalcino, Country: Italy, Date: 19-02-2024
City: Tuscany, Brunello di Montalcino, Country: Italy, Date: 19-02-2024
